종목코드,종목명,시장구분,업종명,종가,대비,등락률,시가총액
000227,유유제약2우B,KOSPI,의약품,"18,050","1,150",6.80,"5,876,358,000"
001200,유진투자증권,KOSPI,증권,"2,690",95,3.66,"260,570,664,420"
000100,유한양행,KOSPI,의약품,"57,100",-300,-0.52,"4,181,517,279,600"
000105,유한양행우,KOSPI,의약품,"54,800",-300,-0.54,"64,715,512,000"
003460,유화증권,KOSPI,증권,"2,305",15,0.66,"130,699,066,575"
003465,유화증권우,KOSPI,증권,"2,520",-40,-1.56,"44,040,591,000"
008730,율촌화학,KOSPI,화학,"19,000",250,1.33,"471,200,000,000"
008250,이건산업,KOSPI,종이목재,"8,320",50,0.60,"91,125,923,200"
025820,이구산업,KOSPI,철강금속,"2,855",-5,-0.17,"95,476,910,000"
214320,이노션,KOSPI,서비스업,"44,450",-50,-0.11,"889,000,000,000"
088260,이리츠코크렙,KOSPI,서비스업,"5,660",40,0.71,"358,513,399,400"
139480,이마트,KOSPI,유통업,"102,500",500,0.49,"2,857,271,447,500"
007660,이수페타시스,KOSPI,전기전자,"6,890",130,1.92,"435,767,826,910"
005950,이수화학,KOSPI,화학,"14,050",400,2.93,"392,831,593,200"
015020,이스타코,KOSPI,서비스업,"1,255",-55,-4.20,"53,778,758,000"
093230,이아이디,KOSPI,유통업,"1,275",5,0.39,"119,942,424,750"
074610,이엔플러스,KOSPI,기계,"2,925",-25,-0.85,"168,892,337,250"
102460,이연제약,KOSPI,의약품,"24,400",-500,-2.01,"439,165,278,800"
084680,이월드,KOSPI,기타제조업,"1,750",10,0.57,"248,160,837,750"
350520,이지스레지던스리츠,KOSPI,서비스업,"4,715",35,0.75,"133,710,879,155"
334890,이지스밸류리츠,KOSPI,서비스업,"4,830",-55,-1.13,"177,479,968,050"
000760,이화산업,KOSPI,유통업,"14,750",50,0.34,"41,300,000,000"
014990,인디에프,KOSPI,섬유의복,753,7,0.94,"53,246,885,235"
101140,인바이오젠,KOSPI,유통업,"1,885",35,1.89,"100,653,005,700"
006490,인스코비,KOSPI,통신업,"2,150",5,0.23,"236,262,074,550"
023800,인지컨트롤스,KOSPI,운수장비,"7,170",150,2.14,"109,939,137,210"
034590,인천도시가스,KOSPI,전기가스업,"26,300",300,1.15,"115,056,030,200"
129260,인터지스,KOSPI,운수창고업,"2,720",50,1.87,"80,914,217,280"
023810,인팩,KOSPI,운수장비,"8,450",200,2.42,"84,500,000,000"
249420,일동제약,KOSPI,의약품,"41,650",900,2.21,"1,116,356,820,250"
000230,일동홀딩스,KOSPI,의약품,"31,600",250,0.80,"364,676,640,000"
013360,일성건설,KOSPI,건설업,"3,415",0,0.00,"184,494,965,200"
003120,일성신약,KOSPI,의약품,"77,700","1,400",1.83,"206,682,000,000"
003200,일신방직,KOSPI,섬유의복,"93,600",900,0.97,"224,640,000,000"
007110,일신석재,KOSPI,유통업,"1,350",-5,-0.37,"104,566,423,500"
007570,일양약품,KOSPI,의약품,"23,800",0,0.00,"454,238,803,200"
007575,일양약품우,KOSPI,의약품,"26,350",500,1.93,"11,727,858,000"
008500,일정실업,KOSPI,섬유의복,"17,700",100,0.57,"21,240,000,000"
081000,일진다이아,KOSPI,화학,"18,400",250,1.38,"261,334,740,000"
020760,일진디스플,KOSPI,전기전자,"2,095",20,0.96,"107,921,287,395"
020150,일진머티리얼즈,KOSPI,전기전자,"67,300",900,1.36,"3,103,259,195,500"
103590,일진전기,KOSPI,전기전자,"6,560",30,0.46,"243,247,358,400"
271940,일진하이솔루스,KOSPI,운수장비,"30,800",0,0.00,"1,118,446,252,000"
015860,일진홀딩스,KOSPI,기타금융,"6,460",40,0.62,"318,784,740,180"
226320,잇츠한불,KOSPI,화학,"16,000",850,5.61,"350,869,040,000"
317400,자이에스앤디,KOSPI,서비스업,"5,830",10,0.17,"226,102,091,600"
033240,자화전자,KOSPI,전기전자,"23,500",300,1.29,"464,649,520,000"
000950,전방,KOSPI,섬유의복,"53,600",0,0.00,"90,048,000,000"
348950,제이알글로벌리츠,KOSPI,서비스업,"4,345",-5,-0.11,"719,532,000,000"
194370,제이에스코퍼레이션,KOSPI,기타제조업,"16,200",350,2.21,"216,036,736,200"
025620,제이준코스메틱,KOSPI,화학,935,22,2.41,"71,978,893,690"
030000,제일기획,KOSPI,서비스업,"23,050",350,1.54,"2,651,700,236,250"
271980,제일약품,KOSPI,의약품,"22,400",-650,-2.82,"329,389,132,800"
001560,제일연마,KOSPI,비금속광물,"8,320",-110,-1.30,"83,200,000,000"
002620,제일파마홀딩스,KOSPI,서비스업,"12,350",-550,-4.26,"197,270,934,250"
006220,제주은행,KOSPI,은행,"4,420",285,6.89,"142,009,181,080"
089590,제주항공,KOSPI,운수창고업,"15,300",950,6.62,"761,322,920,400"
004910,조광페인트,KOSPI,화학,"6,250",60,0.97,"80,000,000,000"
004700,조광피혁,KOSPI,기타제조업,"42,150",-750,-1.75,"280,261,166,700"
001550,조비,KOSPI,화학,"18,750",100,0.54,"97,354,481,250"
000480,조선내화,KOSPI,비금속광물,"78,000",-500,-0.64,"312,000,000,000"
120030,조선선재,KOSPI,기계,"137,500","-3,500",-2.48,"172,927,012,500"
018470,조일알미늄,KOSPI,철강금속,"1,575",10,0.64,"198,184,960,575"
002600,조흥,KOSPI,음식료품,"175,000","1,000",0.57,"105,000,000,000"
185750,종근당,KOSPI,의약품,"90,300","-1,900",-2.06,"1,082,519,831,400"
063160,종근당바이오,KOSPI,의약품,"30,000",-150,-0.50,"164,578,860,000"
001630,종근당홀딩스,KOSPI,의약품,"56,900",-900,-1.56,"285,061,090,900"
044380,주연테크,KOSPI,전기전자,814,16,2.01,"48,188,184,616"
013890,지누스,KOSPI,기타제조업,"49,800","1,600",3.32,"858,175,063,800"
013870,지엠비코리아,KOSPI,운수장비,"5,420",40,0.74,"103,371,757,600"
071320,지역난방공사,KOSPI,전기가스업,"31,000",-150,-0.48,"358,941,064,000"
035000,지투알,KOSPI,서비스업,"5,820",30,0.52,"96,422,320,380"
088790,진도,KOSPI,유통업,"3,090",55,1.81,"38,463,528,960"
003780,진양산업,KOSPI,화학,"7,250",-150,-2.03,"94,250,000,000"
010640,진양폴리,KOSPI,화학,"5,800",-110,-1.86,"58,000,000,000"
100250,진양홀딩스,KOSPI,화학,"3,525",-60,-1.67,"197,030,904,300"
051630,진양화학,KOSPI,화학,"3,765",10,0.27,"45,180,000,000"
272450,진에어,KOSPI,운수창고업,"14,000",800,6.06,"730,800,000,000"
011000,진원생명과학,KOSPI,의약품,"11,750",-550,-4.47,"912,722,398,500"
002780,진흥기업,KOSPI,건설업,"1,610",0,0.00,"234,209,509,450"
002787,진흥기업2우B,KOSPI,건설업,"14,200",-900,-5.96,"4,186,273,600"
002785,진흥기업우B,KOSPI,건설업,"5,290",-20,-0.38,"4,534,683,220"
009310,참엔지니어링,KOSPI,기계,808,2,0.25,"47,564,874,552"
000650,천일고속,KOSPI,운수창고업,"62,700",-700,-1.10,"89,612,094,000"
033250,체시스,KOSPI,운수장비,"1,005",0,0.00,"32,160,000,000"
118000,초록뱀헬스케어,KOSPI,유통업,973,-3,-0.31,"82,417,950,405"
035720,카카오,KOSPI,서비스업,"71,900","1,600",2.28,"31,991,782,122,900"
323410,카카오뱅크,KOSPI,은행,"31,600","1,600",5.33,"15,050,525,009,200"
377300,카카오페이,KOSPI,기타금융,"67,500","2,300",3.53,"8,945,702,100,000"
006380,카프로,KOSPI,화학,"2,745",5,0.18,"109,800,000,000"
109070,컨버즈,KOSPI,전기전자,"4,100",0,0.00,"71,952,027,500"
001620,케이비아이동국실업,KOSPI,운수장비,599,7,1.18,"52,284,316,396"
029460,케이씨,KOSPI,의료정밀,"18,750",-250,-1.32,"254,138,325,000"
281820,케이씨텍,KOSPI,의료정밀,"17,200",400,2.38,"358,818,763,200"
381970,케이카,KOSPI,유통업,"18,850",-50,-0.26,"906,431,147,050"
145270,케이탑리츠,KOSPI,서비스업,"1,030",0,0.00,"49,502,597,220"
417310,코람코더원리츠,KOSPI,서비스업,"5,180",-40,-0.77,"209,272,000,000"
357120,코람코에너지리츠,KOSPI,서비스업,"5,600",0,0.00,"495,793,054,400"
007815,코리아써우,KOSPI,전기전자,"7,870",210,2.74,"23,332,110,300"
007810,코리아써키트,KOSPI,전기전자,"18,850",500,2.72,"445,251,156,350"
00781K,코리아써키트2우B,KOSPI,전기전자,"8,750",430,5.17,"6,857,366,250"
003690,코리안리,KOSPI,보험,"8,490",30,0.35,"1,021,933,794,840"
192820,코스맥스,KOSPI,화학,"62,800","2,800",4.67,"712,749,165,200"
044820,코스맥스비티아이,KOSPI,기타금융,"9,090",-260,-2.78,"87,299,641,890"
005070,코스모신소재,KOSPI,화학,"50,000","2,400",5.04,"1,532,537,800,000"
005420,코스모화학,KOSPI,화학,"14,800",600,4.23,"462,650,323,600"
071950,코아스,KOSPI,기타제조업,959,11,1.16,"29,640,014,390"
002020,코오롱,KOSPI,기타금융,"22,500",0,0.00,"284,094,585,000"
003070,코오롱글로벌,KOSPI,건설업,"15,350",0,0.00,"386,980,223,300"
003075,코오롱글로벌우,KOSPI,건설업,"26,000",-500,-1.89,"8,132,878,000"
002025,코오롱우,KOSPI,기타금융,"15,950",50,0.31,"17,168,420,500"
120110,코오롱인더,KOSPI,화학,"50,500","1,800",3.70,"1,389,714,095,500"
120115,코오롱인더우,KOSPI,화학,"26,650",700,2.70,"73,763,469,000"
138490,코오롱플라스틱,KOSPI,화학,"10,150",100,1.00,"385,700,000,000"
021240,코웨이,KOSPI,서비스업,"66,300","2,600",4.08,"4,892,914,739,700"
036420,콘텐트리중앙,KOSPI,서비스업,"35,100","1,400",4.15,"672,948,396,900"
031820,콤텍시스템,KOSPI,서비스업,736,4,0.55,"89,093,878,976"
192400,쿠쿠홀딩스,KOSPI,기타금융,"15,400",100,0.65,"547,657,649,000"
284740,쿠쿠홈시스,KOSPI,서비스업,"29,450","1,650",5.94,"660,779,368,500"
015590,큐로,KOSPI,기계,404,3,0.75,"93,409,501,752"
264900,크라운제과,KOSPI,음식료품,"8,300",70,0.85,"103,947,955,000"
26490K,크라운제과우,KOSPI,음식료품,"10,800",0,0.00,"8,354,448,000"
005740,크라운해태홀딩스,KOSPI,기타금융,"6,960",50,0.72,"103,337,535,120"
005745,크라운해태홀딩스우,KOSPI,기타금융,"11,350",0,0.00,"6,818,240,100"
259960,크래프톤,KOSPI,서비스업,"242,500","5,500",2.32,"11,899,970,912,500"
020120,키다리스튜디오,KOSPI,서비스업,"8,520",340,4.16,"311,667,913,320"
039490,키움증권,KOSPI,증권,"74,100",-300,-0.40,"1,942,865,913,300"
014580,태경비케이,KOSPI,비금속광물,"3,980",15,0.38,"109,780,738,000"
015890,태경산업,KOSPI,화학,"6,370",180,2.91,"186,187,137,500"
006890,태경케미컬,KOSPI,화학,"13,150",-100,-0.75,"152,540,000,000"
003240,태광산업,KOSPI,화학,"898,000","4,000",0.45,"999,833,200,000"
011280,태림포장,KOSPI,종이목재,"3,125",-5,-0.16,"221,268,562,500"
004100,태양금속,KOSPI,운수장비,"1,330",-5,-0.37,"48,811,000,000"
004105,태양금속우,KOSPI,운수장비,"2,540",60,2.42,"8,382,000,000"
009410,태영건설,KOSPI,건설업,"6,380",-40,-0.62,"248,176,245,240"
009415,태영건설우,KOSPI,건설업,"9,130",-20,-0.22,"11,888,556,460"
001420,태원물산,KOSPI,운수장비,"4,820",-105,-2.13,"36,632,000,000"
007980,태평양물산,KOSPI,섬유의복,"1,650",-10,-0.60,"79,446,818,550"
055490,테이팩스,KOSPI,화학,"68,900","1,300",1.92,"325,046,085,000"
078000,텔코웨어,KOSPI,서비스업,"9,460",160,1.72,"91,787,598,760"
214420,토니모리,KOSPI,화학,"4,115",160,4.05,"98,985,497,885"
019180,티에이치엔,KOSPI,전기전자,"2,980",30,1.02,"53,640,000,000"
363280,티와이홀딩스,KOSPI,기타금융,"17,800",0,0.00,"906,540,970,400"
36328K,티와이홀딩스우,KOSPI,기타금융,"16,050",-150,-0.93,"20,148,174,900"
091810,티웨이항공,KOSPI,운수창고업,"1,915",30,1.59,"307,032,484,285"
004870,티웨이홀딩스,KOSPI,비금속광물,529,10,1.93,"57,910,776,343"
005690,파미셀,KOSPI,의약품,"12,350",150,1.23,"740,493,032,500"
036580,팜스코,KOSPI,음식료품,"4,885",-35,-0.71,"179,416,001,555"
004720,팜젠사이언스,KOSPI,의약품,"8,400",-280,-3.23,"130,007,144,400"
028670,팬오션,KOSPI,운수창고업,"5,230",-50,-0.95,"2,795,798,547,760"
010820,퍼스텍,KOSPI,기계,"3,210",0,0.00,"154,277,286,600"
016800,퍼시스,KOSPI,기타제조업,"32,150",-100,-0.31,"369,725,000,000"
001020,페이퍼코리아,KOSPI,종이목재,"1,715",20,1.18,"81,577,079,150"
090080,평화산업,KOSPI,운수장비,"1,375",35,2.61,"75,490,606,125"
010770,평화홀딩스,KOSPI,운수장비,"3,180",15,0.47,"46,508,981,880"
058430,포스코스틸리온,KOSPI,철강금속,"33,250","1,150",3.58,"199,500,000,000"
047050,포스코인터내셔널,KOSPI,유통업,"17,950",-200,-1.10,"2,214,583,924,550"
003670,포스코케미칼,KOSPI,비금속광물,"108,500","4,500",4.33,"8,404,759,370,000"
017810,풀무원,KOSPI,음식료품,"12,250",0,0.00,"466,976,639,500"
103140,풍산,KOSPI,철강금속,"24,050",50,0.21,"673,983,885,900"
005810,풍산홀딩스,KOSPI,기타금융,"24,450",0,0.00,"254,512,959,600"
950210,프레스티지바이오파마,KOSPI,서비스업,"12,000",150,1.27,"721,153,860,000"
009810,플레이그램,KOSPI,유통업,"1,145",-35,-2.97,"102,726,040,570"
086790,하나금융지주,KOSPI,기타금융,"35,650",-400,-1.11,"10,548,958,919,400"
293480,하나제약,KOSPI,의약품,"17,400",-50,-0.29,"309,249,260,400"
039130,하나투어,KOSPI,서비스업,"49,300","1,200",2.49,"790,731,820,500"
352820,하이브,KOSPI,서비스업,"158,500","2,500",1.60,"6,554,511,839,500"
071090,하이스틸,KOSPI,철강금속,"4,035",0,0.00,"80,697,740,400"
019490,하이트론,KOSPI,전기전자,"2,470",0,0.00,"23,739,723,280"
000080,하이트진로,KOSPI,음식료품,"29,900",600,2.05,"2,096,994,968,900"
000087,하이트진로2우B,KOSPI,음식료품,"18,400",-200,-1.08,"20,794,539,200"
000140,하이트진로홀딩스,KOSPI,기타금융,"10,950",-50,-0.45,"254,114,076,750"
000145,하이트진로홀딩스우,KOSPI,기타금융,"14,100",0,0.00,"6,638,421,000"
152550,한국ANKOR유전,KOSPI,기타금융,"1,570",10,0.64,"109,931,400,000"
036460,한국가스공사,KOSPI,전기가스업,"34,450",-300,-0.86,"3,180,182,850,000"
005430,한국공항,KOSPI,운수창고업,"37,450",0,0.00,"118,579,994,750"
071050,한국금융지주,KOSPI,기타금융,"60,100",100,0.17,"3,349,132,119,200"
071055,한국금융지주우,KOSPI,기타금융,"56,200",-200,-0.35,"329,233,706,200"
010040,한국내화,KOSPI,비금속광물,"3,065",15,0.49,"125,870,545,030"
025540,한국단자,KOSPI,전기전자,"53,800","1,300",2.48,"560,327,000,000"
004090,한국석유,KOSPI,비금속광물,"11,050",-50,-0.45,"140,270,026,000"
002200,한국수출포장,KOSPI,종이목재,"21,800",150,0.69,"87,200,000,000"
002960,한국쉘석유,KOSPI,화학,"242,000","-1,500",-0.62,"314,600,000,000"
000240,한국앤컴퍼니,KOSPI,기타금융,"12,000",200,1.69,"1,139,222,880,000"
123890,한국자산신탁,KOSPI,기타금융,"3,430",50,1.48,"425,243,689,360"
015760,한국전력,KOSPI,전기가스업,"21,850",-250,-1.13,"14,026,915,082,450"
006200,한국전자홀딩스,KOSPI,기타금융,"1,360",40,3.03,"63,652,264,960"
009540,한국조선해양,KOSPI,운수장비,"80,400","-1,200",-1.47,"5,690,158,526,400"
023350,한국종합기술,KOSPI,서비스업,"6,900",40,0.58,"75,555,000,000"
025890,한국주강,KOSPI,기계,"2,610",55,2.15,"29,517,165,990"
000970,한국주철관,KOSPI,철강금속,"7,900",100,1.28,"180,123,950,000"
104700,한국철강,KOSPI,철강금속,"6,510",-70,-1.06,"276,349,500,000"
017960,한국카본,KOSPI,기계,"12,350",-350,-2.76,"542,915,348,950"
161890,한국콜마,KOSPI,화학,"38,450","1,950",5.34,"879,781,371,000"
024720,한국콜마홀딩스,KOSPI,기타금융,"16,800",200,1.20,"312,088,879,200"
161390,한국타이어앤테크놀로지,KOSPI,화학,"31,150",550,1.80,"3,858,708,399,350"
034830,한국토지신탁,KOSPI,기타금융,"1,580",-20,-1.25,"398,932,983,400"
007280,한국특강,KOSPI,철강금속,"2,470",0,0.00,"149,047,335,970"
168490,한국패러랠,KOSPI,기타금융,"2,130",0,0.00,"170,442,600,000"
010100,한국프랜지,KOSPI,운수장비,"2,440",40,1.67,"74,299,024,800"
047810,한국항공우주,KOSPI,운수장비,"47,500",-250,-0.52,"4,630,067,582,500"
123690,한국화장품,KOSPI,유통업,"7,030",130,1.88,"112,958,040,000"
003350,한국화장품제조,KOSPI,화학,"21,400",400,1.90,"96,984,800,000"
011500,한농화성,KOSPI,화학,"12,050",200,1.69,"188,426,356,100"
002390,한독,KOSPI,의약품,"17,800",100,0.56,"244,990,887,400"
014790,한라,KOSPI,건설업,"3,800",-10,-0.26,"143,862,683,800"
060980,한라홀딩스,KOSPI,기타금융,"36,900",700,1.93,"386,419,383,000"
053690,한미글로벌,KOSPI,서비스업,"11,300",100,0.89,"123,820,315,000"
042700,한미반도체,KOSPI,기계,"13,900",550,4.12,"1,374,984,580,600"
008930,한미사이언스,KOSPI,기타금융,"41,100",-600,-1.44,"2,820,433,412,400"
128940,한미약품,KOSPI,의약품,"321,000",0,0.00,"3,954,068,691,000"
009240,한샘,KOSPI,유통업,"57,500",200,0.35,"1,353,200,860,000"
020000,한섬,KOSPI,섬유의복,"29,200",700,2.46,"719,196,000,000"
003680,한성기업,KOSPI,음식료품,"6,090",20,0.33,"37,815,946,350"
105630,한세실업,KOSPI,섬유의복,"16,100",300,1.90,"644,000,000,000"
069640,한세엠케이,KOSPI,유통업,"3,415",130,3.96,"44,085,334,630"
016450,한세예스24홀딩스,KOSPI,섬유의복,"5,640",-50,-0.88,"225,600,000,000"
010420,한솔PNS,KOSPI,유통업,"1,500",10,0.67,"30,739,518,000"
009180,한솔로지스틱스,KOSPI,운수창고업,"3,200",5,0.16,"87,927,760,000"
213500,한솔제지,KOSPI,종이목재,"12,850",250,1.98,"305,837,401,600"
014680,한솔케미칼,KOSPI,화학,"217,000","7,500",3.58,"2,459,737,315,000"
004710,한솔테크닉스,KOSPI,전기전자,"5,100",50,0.99,"163,760,377,800"
004150,한솔홀딩스,KOSPI,기타금융,"3,085",20,0.65,"129,596,460,045"
025750,한솔홈데코,KOSPI,종이목재,"1,295",15,1.17,"104,331,867,955"
004960,한신공영,KOSPI,건설업,"11,500",-50,-0.43,"133,063,073,000"
011700,한신기계,KOSPI,기계,"8,980",-440,-4.67,"291,366,435,980"
001750,한양증권,KOSPI,증권,"10,200",0,0.00,"129,831,046,800"
001755,한양증권우,KOSPI,증권,"14,950",400,2.75,"7,848,750,000"
018880,한온시스템,KOSPI,기계,"10,050",310,3.18,"5,364,690,000,000"
009420,한올바이오파마,KOSPI,의약품,"17,850",450,2.59,"932,495,388,300"
014130,한익스프레스,KOSPI,운수창고업,"5,100",-20,-0.39,"61,200,000,000"
300720,한일시멘트,KOSPI,비금속광물,"13,550",400,3.04,"938,493,867,000"
002220,한일철강,KOSPI,철강금속,"3,855",75,1.98,"102,918,708,300"
006390,한일현대시멘트,KOSPI,비금속광물,"22,050",-150,-0.68,"391,928,496,750"
003300,한일홀딩스,KOSPI,비금속광물,"10,400",0,0.00,"320,661,993,600"
051600,한전KPS,KOSPI,건설업,"37,700",-550,-1.44,"1,696,500,000,000"
052690,한전기술,KOSPI,서비스업,"66,500",-800,-1.19,"2,541,630,000,000"
130660,한전산업,KOSPI,서비스업,"10,250",-150,-1.44,"334,150,000,000"
002320,한진,KOSPI,운수창고업,"27,300",0,0.00,"408,070,244,400"
003480,한진중공업홀딩스,KOSPI,전기가스업,"4,005",5,0.13,"118,266,897,060"
180640,한진칼,KOSPI,운수창고업,"59,400","1,200",2.06,"3,965,619,081,600"
18064K,한진칼우,KOSPI,운수창고업,"32,250",250,0.78,"17,310,703,500"
005110,한창,KOSPI,유통업,911,-10,-1.09,"67,362,103,974"
009460,한창제지,KOSPI,종이목재,"1,595",5,0.31,"95,169,640,170"
372910,한컴라이프케어,KOSPI,의료정밀,"5,150",50,0.98,"142,523,190,900"
000880,한화,KOSPI,화학,"23,650",-300,-1.25,"1,772,774,082,750"
00088K,한화3우B,KOSPI,화학,"13,950",50,0.36,"313,484,400,000"
088350,한화생명,KOSPI,보험,"2,120",-5,-0.24,"1,841,283,600,000"
000370,한화손해보험,KOSPI,보험,"4,100",-85,-2.03,"478,629,551,500"
009830,한화솔루션,KOSPI,화학,"33,100",-200,-0.60,"6,331,318,250,700"
009835,한화솔루션우,KOSPI,화학,"34,700",200,0.58,"38,993,673,900"
272210,한화시스템,KOSPI,전기전자,"12,350",150,1.23,"2,333,154,454,150"
012450,한화에어로스페이스,KOSPI,운수장비,"41,650",-700,-1.65,"2,108,739,500,000"
000885,한화우,KOSPI,화학,"33,000",150,0.46,"15,816,702,000"
003530,한화투자증권,KOSPI,증권,"3,060",30,0.99,"656,516,191,500"
003535,한화투자증권우,KOSPI,증권,"6,820",-80,-1.16,"32,736,000,000"
195870,해성디에스,KOSPI,전기전자,"60,100","2,400",4.16,"1,021,700,000,000"
101530,해태제과식품,KOSPI,음식료품,"7,010",40,0.57,"204,108,922,220"
143210,핸즈코퍼레이션,KOSPI,운수장비,"4,140",40,0.98,"90,513,929,520"
000720,현대건설,KOSPI,건설업,"38,100",-100,-0.26,"4,242,654,646,500"
267270,현대건설기계,KOSPI,기계,"40,350",200,0.50,"794,926,997,550"
000725,현대건설우,KOSPI,건설업,"67,500",500,0.75,"71,191,777,500"
005440,현대그린푸드,KOSPI,유통업,"7,720",300,4.04,"754,278,601,040"
086280,현대글로비스,KOSPI,운수창고업,"182,500","4,000",2.24,"6,843,750,000,000"
042670,현대두산인프라코어,KOSPI,기계,"5,080",-90,-1.74,"1,003,465,227,000"
064350,현대로템,KOSPI,운수장비,"18,200",50,0.28,"1,986,389,732,600"
079430,현대리바트,KOSPI,기타제조업,"10,950",0,0.00,"224,861,337,900"
012330,현대모비스,KOSPI,운수장비,"210,000","6,000",2.94,"19,860,349,740,000"
010620,현대미포조선,KOSPI,운수장비,"80,000","-1,700",-2.08,"3,195,371,920,000"
069960,현대백화점,KOSPI,유통업,"64,300",-200,-0.31,"1,504,776,956,300"
004560,현대비앤지스틸,KOSPI,철강금속,"12,150",100,0.83,"183,207,553,650"
004565,현대비앤지스틸우,KOSPI,철강금속,"60,800",800,1.33,"6,679,001,600"
004310,현대약품,KOSPI,의약품,"5,900",-450,-7.09,"188,800,000,000"
322000,현대에너지솔루션,KOSPI,전기전자,"30,550","-1,300",-4.08,"342,160,000,000"
017800,현대엘리베이,KOSPI,기계,"26,150",600,2.35,"1,067,317,244,650"
307950,현대오토에버,KOSPI,서비스업,"119,500","2,500",2.14,"3,277,165,849,000"
011210,현대위아,KOSPI,운수장비,"58,500","4,200",7.73,"1,590,912,355,500"
267260,현대일렉트릭,KOSPI,전기전자,"22,050","-1,000",-4.34,"794,839,326,750"
004020,현대제철,KOSPI,철강금속,"31,750",750,2.42,"4,236,903,673,750"
329180,현대중공업,KOSPI,운수장비,"115,500","-5,500",-4.55,"10,253,294,898,000"
005380,현대차,KOSPI,운수장비,"183,500","4,500",2.51,"39,208,112,314,500"
005387,현대차2우B,KOSPI,운수장비,"88,400",700,0.80,"3,225,313,868,400"
005389,현대차3우B,KOSPI,운수장비,"85,700","1,900",2.27,"208,142,589,500"
005385,현대차우,KOSPI,운수장비,"87,800",100,0.11,"2,138,516,943,000"
001500,현대차증권,KOSPI,증권,"9,500",70,0.74,"301,269,339,000"
011760,현대코퍼레이션,KOSPI,유통업,"14,650",-50,-0.34,"193,804,351,900"
227840,현대코퍼레이션홀딩스,KOSPI,유통업,"10,600",100,0.95,"96,468,861,600"
126560,현대퓨처넷,KOSPI,통신업,"2,520",15,0.60,"277,711,421,400"
001450,현대해상,KOSPI,보험,"31,150",-850,-2.66,"2,784,810,000,000"
057050,현대홈쇼핑,KOSPI,유통업,"50,600",600,1.20,"607,200,000,000"
093240,형지엘리트,KOSPI,섬유의복,"1,560",0,0.00,"48,601,484,880"
003010,혜인,KOSPI,유통업,"8,090",60,0.75,"102,846,123,230"
111110,호전실업,KOSPI,섬유의복,"8,300",100,1.22,"80,924,867,200"
008770,호텔신라,KOSPI,유통업,"68,200",700,1.04,"2,676,721,852,200"
008775,호텔신라우,KOSPI,유통업,"55,800",300,0.54,"41,954,848,200"
002460,화성산업,KOSPI,건설업,"17,050",-150,-0.87,"212,286,140,000"
378850,화승알앤에이,KOSPI,운수장비,"3,290",-20,-0.60,"62,489,019,670"
241590,화승엔터프라이즈,KOSPI,기타제조업,"11,300",250,2.26,"684,559,774,300"
006060,화승인더,KOSPI,화학,"4,560",10,0.22,"252,259,200,000"
013520,화승코퍼레이션,KOSPI,운수장비,"1,380",-15,-1.08,"69,070,727,760"
010690,화신,KOSPI,운수장비,"9,400",400,4.44,"328,251,854,000"
133820,화인베스틸,KOSPI,철강금속,"2,385",-40,-1.65,"71,029,929,285"
010660,화천기계,KOSPI,기계,"2,530",30,1.20,"55,660,000,000"
000850,화천기공,KOSPI,기계,"32,050",-100,-0.31,"70,510,000,000"
016580,환인제약,KOSPI,의약품,"16,850",100,0.60,"313,411,179,500"
032560,황금에스티,KOSPI,철강금속,"7,080",90,1.29,"120,360,000,000"
004800,효성,KOSPI,기타금융,"73,600",-200,-0.27,"1,550,827,440,000"
094280,효성ITX,KOSPI,서비스업,"14,000",0,0.00,"161,814,800,000"
298040,효성중공업,KOSPI,전기전자,"51,000","-2,200",-4.14,"475,551,948,000"
298050,효성첨단소재,KOSPI,화학,"336,500","3,500",1.05,"1,507,502,502,000"
298020,효성티앤씨,KOSPI,화학,"310,500","6,000",1.97,"1,343,745,261,000"
298000,효성화학,KOSPI,화학,"172,000",0,0.00,"548,701,672,000"
093370,후성,KOSPI,화학,"16,150",50,0.31,"1,495,600,126,850"
081660,휠라홀딩스,KOSPI,유통업,"28,200",750,2.73,"1,713,212,660,400"
005870,휴니드,KOSPI,전기전자,"6,990",-10,-0.14,"98,670,944,850"
079980,휴비스,KOSPI,화학,"6,180",20,0.32,"213,210,000,000"
005010,휴스틸,KOSPI,철강금속,"4,245",-145,-3.30,"166,353,378,375"
000540,흥국화재,KOSPI,보험,"3,165",5,0.16,"203,327,971,425"
000547,흥국화재2우B,KOSPI,보험,"22,500",-400,-1.75,"3,456,000,000"
000545,흥국화재우,KOSPI,보험,"6,920",20,0.29,"5,314,560,000"
003280,흥아해운,KOSPI,운수창고업,"2,000",-15,-0.74,"480,849,798,000"
