종목코드,종목명,시장구분,업종명,종가,대비,등락률,시가총액
122870,와이지엔터테인먼트,KOSDAQ,오락·문화,"51,500",900,1.78,"958,552,453,500"
332570,와이팜,KOSDAQ,IT부품,"4,445",15,0.34,"165,093,327,420"
079000,와토스코리아,KOSDAQ,화학,"5,640",-30,-0.53,"40,608,000,000"
032820,우리기술,KOSDAQ,일반전기전자,"2,045",-75,-3.54,"300,599,239,185"
041190,우리기술투자,KOSDAQ,금융,"5,320",80,1.53,"446,880,000,000"
115440,우리넷,KOSDAQ,통신장비,"8,780",110,1.27,"85,965,699,960"
046970,우리로,KOSDAQ,유통,"1,440",-10,-0.69,"46,151,472,960"
082850,우리바이오,KOSDAQ,일반전기전자,"3,175",65,2.09,"152,119,260,150"
215360,우리산업,KOSDAQ,운송장비·부품,"14,900",300,2.05,"136,069,228,700"
072470,우리산업홀딩스,KOSDAQ,운송장비·부품,"4,265",-75,-1.73,"80,554,509,365"
073560,우리손에프앤지,KOSDAQ,음식료·담배,"1,915",20,1.06,"132,590,086,345"
037400,우리엔터프라이즈,KOSDAQ,유통,"2,195",10,0.46,"57,560,244,470"
153490,우리이앤엘,KOSDAQ,반도체,"1,175",30,2.62,"60,489,000,000"
101170,우림피티에스,KOSDAQ,기계·장비,"8,090",-10,-0.12,"109,215,000,000"
066590,우수AMS,KOSDAQ,운송장비·부품,"3,765",50,1.35,"137,891,336,625"
103840,우양,KOSDAQ,음식료·담배,"3,685",-10,-0.27,"52,540,730,000"
046940,우원개발,KOSDAQ,건설,"4,060",-10,-0.25,"73,381,861,000"
215380,우정바이오,KOSDAQ,기타서비스,"4,980",-110,-2.16,"64,106,723,280"
065680,우주일렉트로,KOSDAQ,IT부품,"19,950",0,0.00,"198,187,689,000"
018620,우진비앤지,KOSDAQ,제약,"2,000",-65,-3.15,"57,778,586,000"
307280,원바이오젠,KOSDAQ,제약,"1,620",15,0.93,"59,056,140,960"
053080,원방테크,KOSDAQ,기계·장비,"11,050",200,1.84,"143,647,867,350"
032940,원익,KOSDAQ,유통,"3,610",-10,-0.28,"65,677,560,300"
240810,원익IPS,KOSDAQ,반도체,"27,850",100,0.36,"1,366,986,642,850"
074600,원익QnC,KOSDAQ,비금속,"24,150",-200,-0.82,"634,855,200,000"
104830,원익머트리얼즈,KOSDAQ,반도체,"29,750",600,2.06,"375,088,000,000"
014190,원익큐브,KOSDAQ,유통,"2,450",70,2.94,"86,729,769,700"
131390,원익피앤이,KOSDAQ,일반전기전자,"20,100",100,0.50,"297,860,091,000"
030530,원익홀딩스,KOSDAQ,기계·장비,"3,745",45,1.22,"289,256,238,845"
012620,원일특강,KOSDAQ,금속,"10,700",-550,-4.89,"47,080,000,000"
382840,원준,KOSDAQ,기계·장비,"38,200","-2,000",-4.98,"191,771,296,200"
336570,원텍,KOSDAQ,의료·정밀기기,"3,255",155,5.00,"283,305,275,505"
376980,원티드랩,KOSDAQ,소프트웨어,"21,250","1,050",5.20,"199,880,390,000"
008370,원풍,KOSDAQ,화학,"4,890",105,2.19,"58,680,000,000"
008290,원풍물산,KOSDAQ,섬유·의류,725,-17,-2.29,"29,502,917,275"
101160,월덱스,KOSDAQ,반도체,"17,600",150,0.86,"290,593,476,800"
336060,웨이버스,KOSDAQ,출판·매체복제,"1,675",-10,-0.59,"78,197,710,000"
095270,웨이브일렉트로,KOSDAQ,IT부품,"5,340",110,2.10,"79,946,507,040"
065950,웰크론,KOSDAQ,섬유·의류,"3,610",85,2.41,"101,915,000,220"
076080,웰크론한텍,KOSDAQ,건설,"2,980",175,6.24,"62,033,903,080"
196700,웹스,KOSDAQ,화학,"3,735",490,15.10,"53,650,077,840"
069080,웹젠,KOSDAQ,디지털컨텐츠,"18,150",100,0.55,"640,892,544,600"
053580,웹케시,KOSDAQ,금융,"16,200",50,0.31,"223,337,217,600"
071460,위니아,KOSDAQ,일반전기전자,"2,550",-10,-0.39,"91,716,602,250"
377460,위니아에이드,KOSDAQ,운송,"10,400",50,0.48,"160,091,412,000"
044340,위닉스,KOSDAQ,일반전기전자,"11,850",100,0.85,"211,800,086,250"
330350,위더스제약,KOSDAQ,제약,"8,510",20,0.24,"112,270,540,780"
348350,위드텍,KOSDAQ,의료·정밀기기,"15,050",150,1.01,"153,263,180,000"
112040,위메이드,KOSDAQ,디지털컨텐츠,"60,900","3,500",6.10,"2,044,623,592,200"
101730,위메이드맥스,KOSDAQ,디지털컨텐츠,"17,050",400,2.40,"567,684,728,600"
123420,위메이드플레이,KOSDAQ,디지털컨텐츠,"22,200",100,0.45,"254,630,492,400"
065370,위세아이텍,KOSDAQ,출판·매체복제,"11,450",-50,-0.43,"75,293,757,300"
038620,위즈코프,KOSDAQ,유통,"1,120",55,5.16,"74,532,040,800"
299900,위지윅스튜디오,KOSDAQ,오락·문화,"21,600","1,100",5.37,"923,663,973,600"
036090,위지트,KOSDAQ,기계·장비,801,1,0.13,"78,447,402,432"
136540,윈스,KOSDAQ,소프트웨어,"13,050",0,0.00,"180,927,314,100"
320000,윈텍,KOSDAQ,기계·장비,"2,085",10,0.48,"38,570,723,580"
097800,윈팩,KOSDAQ,반도체,"1,395",30,2.20,"69,285,661,695"
192390,윈하이텍,KOSDAQ,금속,"3,475",50,1.46,"37,032,713,600"
313760,윌링스,KOSDAQ,일반전기전자,"11,250",-400,-3.43,"63,986,253,750"
900340,윙입푸드,KOSDAQ,금융,"1,270",10,0.79,"60,926,253,560"
064510,유네코,KOSDAQ,기계·장비,"2,750",0,0.00,"27,821,777,500"
036200,유니셈,KOSDAQ,반도체,"6,900",40,0.58,"211,583,138,700"
018000,유니슨,KOSDAQ,기계·장비,"2,250",-10,-0.44,"275,058,051,750"
203450,유니온커뮤니티,KOSDAQ,일반전기전자,"2,740",-25,-0.90,"40,220,479,180"
011320,유니크,KOSDAQ,운송장비·부품,"6,170",-20,-0.32,"119,208,688,150"
086390,유니테스트,KOSDAQ,반도체,"16,750",-50,-0.30,"353,996,610,500"
241690,유니테크노,KOSDAQ,운송장비·부품,"5,540",80,1.47,"138,564,070,100"
142210,유니트론텍,KOSDAQ,유통,"3,780",145,3.99,"70,322,923,440"
048430,유라테크,KOSDAQ,일반전기전자,"6,860",180,2.69,"79,027,200,000"
206650,유바이오로직스,KOSDAQ,제약,"15,550",-450,-2.81,"566,716,748,850"
089850,유비벨록스,KOSDAQ,소프트웨어,"14,200",150,1.07,"101,042,897,400"
032620,유비케어,KOSDAQ,소프트웨어,"5,470",-130,-2.32,"285,518,350,330"
264450,유비쿼스,KOSDAQ,통신장비,"14,800",300,2.07,"151,636,448,800"
078070,유비쿼스홀딩스,KOSDAQ,금융,"15,900",-250,-1.55,"297,276,385,200"
024800,유성티엔에스,KOSDAQ,운송,"2,515",50,2.03,"78,665,724,270"
054930,유신,KOSDAQ,기타서비스,"27,100",800,3.04,"81,300,000,000"
069330,유아이디,KOSDAQ,IT부품,"2,000",30,1.52,"28,382,182,000"
049520,유아이엘,KOSDAQ,IT부품,"2,515",-65,-2.52,"54,789,114,040"
367460,유안타제7호스팩,KOSDAQ,금융,"2,270",0,0.00,"12,485,000,000"
367480,유안타제8호스팩,KOSDAQ,금융,"2,160",0,0.00,"14,018,400,000"
263770,유에스티,KOSDAQ,금속,"3,040",5,0.16,"72,048,522,880"
388720,유일로보틱스,KOSDAQ,기계·장비,"22,150","1,000",4.73,"190,065,738,900"
340930,유일에너테크,KOSDAQ,기계·장비,"13,200",200,1.54,"140,906,620,800"
023410,유진기업,KOSDAQ,비금속,"3,765",55,1.48,"291,075,399,195"
056080,유진로봇,KOSDAQ,기계·장비,"4,870",10,0.21,"182,684,180,240"
373340,유진스팩6호,KOSDAQ,금융,"2,360",-75,-3.08,"7,127,200,000"
388800,유진스팩7호,KOSDAQ,금융,"2,185",-15,-0.68,"10,946,850,000"
413630,유진스팩8호,KOSDAQ,금융,"2,130",10,0.47,"12,609,600,000"
084370,유진테크,KOSDAQ,반도체,"28,900",400,1.40,"662,273,613,800"
178780,유테크,KOSDAQ,유통,"1,730",0,0.00,"60,240,302,320"
179900,유티아이,KOSDAQ,IT부품,"18,000",500,2.86,"293,164,110,000"
263050,유틸렉스,KOSDAQ,제약,"6,220",-410,-6.18,"102,465,767,120"
191410,육일씨엔에쓰,KOSDAQ,IT부품,"3,100",-10,-0.32,"29,666,181,600"
072770,율호,KOSDAQ,소프트웨어,"1,425",60,4.40,"77,689,921,275"
039020,이건홀딩스,KOSDAQ,종이·목재,"3,590",-80,-2.18,"81,079,105,310"
067920,이글루,KOSDAQ,소프트웨어,"5,250",-30,-0.57,"57,729,624,750"
044960,이글벳,KOSDAQ,유통,"6,530",400,6.53,"82,551,495,990"
303530,이노뎁,KOSDAQ,소프트웨어,"14,000",-250,-1.75,"102,750,186,000"
302430,이노메트리,KOSDAQ,기계·장비,"9,420",0,0.00,"92,628,819,360"
073490,이노와이어리스,KOSDAQ,통신장비,"27,200",450,1.68,"183,261,196,800"
215790,이노인스트루먼트,KOSDAQ,통신장비,"1,615",5,0.31,"65,057,285,635"
246960,이노테라피,KOSDAQ,제약,"9,300",140,1.53,"49,855,951,500"
088390,이녹스,KOSDAQ,운송장비·부품,"20,600",800,4.04,"193,348,386,400"
272290,이녹스첨단소재,KOSDAQ,IT부품,"33,300",500,1.52,"670,184,411,400"
053350,이니텍,KOSDAQ,소프트웨어,"4,125",125,3.13,"81,637,528,500"
041520,이라이콤,KOSDAQ,IT부품,"5,300",-40,-0.75,"64,600,269,000"
264850,이랜시스,KOSDAQ,일반전기전자,"2,790",-25,-0.89,"80,981,624,880"
054210,이랜텍,KOSDAQ,IT부품,"17,750",-200,-1.11,"448,918,977,500"
164060,이루다,KOSDAQ,의료·정밀기기,"5,090",40,0.79,"88,839,913,260"
065440,이루온,KOSDAQ,소프트웨어,"2,160",-50,-2.26,"58,914,043,200"
115610,이미지스,KOSDAQ,반도체,"2,450",-45,-1.80,"37,554,276,200"
349720,이베스트스팩5호,KOSDAQ,금융,"2,125",10,0.47,"7,692,500,000"
078020,이베스트투자증권,KOSDAQ,금융,"6,460",100,1.57,"358,408,487,400"
131400,이브이첨단소재,KOSDAQ,IT부품,"1,965",165,9.17,"111,835,369,410"
351330,이삭엔지니어링,KOSDAQ,컴퓨터서비스,"11,050",700,6.76,"91,588,146,000"
080010,이상네트웍스,KOSDAQ,인터넷,"5,370",120,2.29,"53,700,000,000"
086890,이수앱지스,KOSDAQ,제약,"8,750",-240,-2.67,"290,348,345,000"
047560,이스트소프트,KOSDAQ,소프트웨어,"9,400",100,1.08,"106,938,460,800"
900110,이스트아시아홀딩스,KOSDAQ,금융,210,-1,-0.47,"42,416,252,550"
067010,이씨에스,KOSDAQ,정보기기,"4,065",-120,-2.87,"49,975,110,000"
101360,이엔드디,KOSDAQ,화학,"22,900",600,2.69,"236,336,770,700"
102710,이엔에프테크놀로지,KOSDAQ,화학,"26,000",0,0.00,"371,483,736,000"
066980,이엔코퍼레이션,KOSDAQ,디지털컨텐츠,"2,895",5,0.17,"130,477,597,890"
063760,이엘피,KOSDAQ,반도체,"5,270",-80,-1.50,"49,143,435,100"
123570,이엠넷,KOSDAQ,기타서비스,"5,480",80,1.48,"122,072,907,440"
083470,이엠앤아이,KOSDAQ,IT부품,"3,220",0,0.00,"51,129,149,960"
095190,이엠코리아,KOSDAQ,기계·장비,"2,705",35,1.31,"115,181,705,085"
091120,이엠텍,KOSDAQ,IT부품,"28,000",750,2.75,"444,862,208,000"
039030,이오테크닉스,KOSDAQ,반도체,"74,700",800,1.08,"920,270,385,000"
294090,이오플로우,KOSDAQ,의료·정밀기기,"18,600",50,0.27,"563,645,490,600"
088290,이원컴포텍,KOSDAQ,운송장비·부품,"8,610",110,1.29,"197,163,567,090"
181340,이즈미디어,KOSDAQ,의료·정밀기기,"2,705",0,0.00,"37,716,353,295"
353810,이지바이오,KOSDAQ,음식료·담배,"4,255",30,0.71,"145,485,768,600"
099750,이지케어텍,KOSDAQ,소프트웨어,"23,250",-250,-1.06,"148,474,500,000"
377330,이지트로닉스,KOSDAQ,일반전기전자,"13,200",-350,-2.58,"105,143,992,800"
035810,이지홀딩스,KOSDAQ,음식료·담배,"3,550",-10,-0.28,"231,267,749,750"
160600,이큐셀,KOSDAQ,기계·장비,"3,100",0,0.00,"42,720,312,600"
092130,이크레더블,KOSDAQ,기타서비스,"16,750",350,2.13,"201,730,300,000"
096040,이트론,KOSDAQ,정보기기,182,-3,-1.62,"116,685,895,690"
134060,이퓨쳐,KOSDAQ,출판·매체복제,"6,250",-80,-1.26,"29,807,812,500"
001840,이화공영,KOSDAQ,건설,"5,670",10,0.18,"112,298,659,200"
024810,이화전기,KOSDAQ,IT부품,"1,060",-20,-1.85,"88,471,440,380"
041830,인바디,KOSDAQ,의료·정밀기기,"23,100",350,1.54,"316,095,364,200"
352940,인바이오,KOSDAQ,화학,"5,350",40,0.75,"58,142,355,500"
079950,인베니아,KOSDAQ,기계·장비,"1,965",5,0.26,"45,588,000,000"
277410,인산가,KOSDAQ,음식료·담배,"1,970",5,0.25,"63,795,197,530"
060150,인선이엔티,KOSDAQ,기타서비스,"8,300",170,2.09,"386,477,979,600"
033230,인성정보,KOSDAQ,컴퓨터서비스,"2,270",-100,-4.22,"89,018,912,600"
037330,인지디스플레,KOSDAQ,IT부품,"1,800",45,2.56,"78,993,403,200"
211050,인카금융서비스,KOSDAQ,금융,"7,380",-230,-3.02,"75,836,584,800"
083640,인콘,KOSDAQ,통신장비,"1,025",10,0.99,"47,390,683,325"
216050,인크로스,KOSDAQ,기타서비스,"16,300",-750,-4.40,"209,344,518,600"
049070,인탑스,KOSDAQ,IT부품,"27,000",700,2.66,"464,400,000,000"
119610,인터로조,KOSDAQ,의료·정밀기기,"28,450",850,3.08,"376,008,799,100"
017250,인터엠,KOSDAQ,일반전기전자,"1,185",-5,-0.42,"24,938,878,395"
051370,인터플렉스,KOSDAQ,IT부품,"12,300",100,0.82,"286,927,905,600"
064290,인텍플러스,KOSDAQ,반도체,"17,550",-100,-0.57,"222,989,633,100"
189300,인텔리안테크,KOSDAQ,일반전기전자,"60,900",400,0.66,"559,285,442,100"
150840,인트로메딕,KOSDAQ,의료·정밀기기,"5,850",0,0.00,"223,669,017,000"
048530,인트론바이오,KOSDAQ,제약,"10,850",650,6.37,"370,535,767,700"
175140,인포마크,KOSDAQ,통신장비,"7,610",-170,-2.19,"66,756,244,140"
115310,인포바인,KOSDAQ,통신서비스,"30,250","-1,700",-5.32,"96,584,710,750"
039290,인포뱅크,KOSDAQ,통신서비스,"13,350",100,0.75,"116,064,606,300"
071200,인피니트헬스케어,KOSDAQ,소프트웨어,"5,230",120,2.35,"127,593,475,340"
101930,인화정공,KOSDAQ,운송장비·부품,"12,850",-300,-2.28,"119,912,409,250"
333430,일승,KOSDAQ,운송장비·부품,"3,010",-40,-1.31,"92,487,508,470"
068330,일신바이오,KOSDAQ,기계·장비,"3,430",0,0.00,"151,661,360,200"
058450,일야,KOSDAQ,화학,572,-6,-1.04,"19,087,640,000"
019540,일지테크,KOSDAQ,운송장비·부품,"2,445",0,0.00,"33,040,507,500"
094820,일진파워,KOSDAQ,건설,"16,000",-750,-4.48,"241,259,344,000"
950140,잉글우드랩,KOSDAQ,화학,"4,600",90,2.00,"91,392,183,600"
049550,잉크테크,KOSDAQ,화학,"6,600",-90,-1.35,"129,401,428,200"
254120,자비스,KOSDAQ,기계·장비,"1,655",-5,-0.30,"36,711,569,135"
043910,자연과환경,KOSDAQ,기타서비스,"1,345",-20,-1.47,"109,451,978,920"
234920,자이글,KOSDAQ,일반전기전자,"2,645",-70,-2.58,"35,789,256,950"
289220,자이언트스텝,KOSDAQ,오락·문화,"23,900",350,1.49,"521,833,890,600"
174880,장원테크,KOSDAQ,통신장비,"1,700",60,3.66,"33,759,448,300"
049630,재영솔루텍,KOSDAQ,IT부품,779,24,3.18,"63,835,585,787"
110020,전진바이오팜,KOSDAQ,화학,"4,215",-85,-1.98,"26,728,870,335"
208140,정다운,KOSDAQ,음식료·담배,"2,265",-5,-0.22,"74,029,817,190"
040420,정상제이엘에스,KOSDAQ,기타서비스,"7,380",20,0.27,"115,700,333,760"
045510,정원엔시스,KOSDAQ,컴퓨터서비스,"1,725",-90,-4.96,"55,561,028,700"
217190,제너셈,KOSDAQ,반도체,"5,840",-20,-0.34,"51,211,976,160"
095700,제넥신,KOSDAQ,기타서비스,"34,000",600,1.80,"854,725,388,000"
072520,제넨바이오,KOSDAQ,유통,"2,650",290,12.29,"110,872,205,200"
122310,제노레이,KOSDAQ,의료·정밀기기,"8,060",-40,-0.49,"117,303,982,640"
361390,제노코,KOSDAQ,통신장비,"20,950",650,3.20,"157,141,529,550"
187420,제노포커스,KOSDAQ,제약,"6,560",-100,-1.50,"147,593,505,600"
225220,제놀루션,KOSDAQ,제약,"12,850",-200,-1.53,"122,938,263,000"
123330,제닉,KOSDAQ,화학,"3,860",80,2.12,"27,020,000,000"
159580,제로투세븐,KOSDAQ,유통,"6,580",-50,-0.75,"131,814,744,880"
147830,제룡산업,KOSDAQ,금속,"2,895",5,0.17,"57,900,000,000"
033100,제룡전기,KOSDAQ,IT부품,"6,710",-170,-2.47,"107,778,764,390"
079370,제우스,KOSDAQ,기계·장비,"22,250",350,1.60,"231,044,000,000"
054950,제이브이엠,KOSDAQ,기계·장비,"18,550",200,1.09,"224,267,496,600"
023440,제이스코홀딩스,KOSDAQ,금속,"2,510",10,0.40,"91,251,519,370"
090470,제이스텍,KOSDAQ,반도체,"5,680",-170,-2.91,"82,915,549,440"
287410,제이시스메디칼,KOSDAQ,의료·정밀기기,"7,100",100,1.43,"506,226,251,200"
137950,제이씨케미칼,KOSDAQ,화학,"7,450",-20,-0.27,"165,895,214,300"
033320,제이씨현시스템,KOSDAQ,유통,"4,930",90,1.86,"94,234,149,760"
204270,제이앤티씨,KOSDAQ,일반전기전자,"5,040",30,0.60,"291,556,268,640"
026040,제이에스티나,KOSDAQ,기타제조,"2,815",-25,-0.88,"46,458,168,850"
126880,제이엔케이히터,KOSDAQ,기계·장비,"5,210",-30,-0.57,"120,897,544,630"
322510,제이엘케이,KOSDAQ,소프트웨어,"4,710",145,3.18,"71,819,323,440"
033050,제이엠아이,KOSDAQ,출판·매체복제,"1,080",5,0.47,"35,185,689,360"
094970,제이엠티,KOSDAQ,IT부품,"3,220",40,1.26,"53,929,332,800"
058420,제이웨이,KOSDAQ,오락·문화,"2,160",0,0.00,"7,799,412,240"
089790,제이티,KOSDAQ,반도체,"7,100",150,2.16,"73,240,142,300"
052670,제일바이오,KOSDAQ,제약,"1,830",-25,-1.35,"53,306,187,120"
199820,제일전기공업,KOSDAQ,일반전기전자,"11,650",0,0.00,"129,431,500,000"
038010,제일테크노스,KOSDAQ,금속,"6,640",-190,-2.78,"59,760,000,000"
276730,제주맥주,KOSDAQ,음식료·담배,"2,085",15,0.72,"119,021,101,185"
080220,제주반도체,KOSDAQ,반도체,"4,080",50,1.24,"140,526,758,640"
216080,제테마,KOSDAQ,제약,"13,500",150,1.12,"240,330,496,500"
229000,젠큐릭스,KOSDAQ,제약,"9,890",540,5.78,"64,862,783,690"
082270,젬백스,KOSDAQ,기계·장비,"13,150",600,4.78,"523,539,148,450"
064800,젬백스링크,KOSDAQ,유통,"1,245",0,0.00,"103,556,768,115"
044060,조광ILI,KOSDAQ,기계·장비,"12,550",-850,-6.34,"198,902,653,350"
034940,조아제약,KOSDAQ,제약,"2,925",-15,-0.51,"90,615,993,975"
067000,조이시티,KOSDAQ,디지털컨텐츠,"4,685",130,2.85,"320,972,812,215"
033340,좋은사람들,KOSDAQ,섬유·의류,"1,055",0,0.00,"52,653,176,320"
036930,주성엔지니어링,KOSDAQ,반도체,"15,650",50,0.32,"755,100,167,800"
239340,줌인터넷,KOSDAQ,인터넷,"3,825",10,0.26,"103,197,100,050"
051980,중앙디앤엠,KOSDAQ,화학,691,0,0.00,"23,953,673,930"
072020,중앙백신,KOSDAQ,제약,"12,250",200,1.66,"122,010,000,000"
000440,중앙에너비스,KOSDAQ,유통,"20,200",-550,-2.65,"125,788,026,000"
078650,지나인제약,KOSDAQ,의료·정밀기기,"2,120",0,0.00,"8,647,007,240"
228760,지노믹트리,KOSDAQ,제약,"13,400",-750,-5.30,"276,149,169,800"
314130,지놈앤컴퍼니,KOSDAQ,제약,"20,300",150,0.74,"285,814,276,300"
389030,지니너스,KOSDAQ,기타서비스,"4,240",170,4.18,"46,085,895,600"
043610,지니뮤직,KOSDAQ,디지털컨텐츠,"4,365",285,6.99,"253,673,886,870"
263860,지니언스,KOSDAQ,소프트웨어,"7,800",-190,-2.38,"73,667,880,000"
303030,지니틱스,KOSDAQ,반도체,"2,250",-5,-0.22,"80,427,753,000"
036180,지더블유바이텍,KOSDAQ,유통,"1,025",234,29.58,"50,423,426,675"
208350,지란지교시큐리티,KOSDAQ,출판·매체복제,"3,740",-55,-1.45,"31,066,463,340"
144510,지씨셀,KOSDAQ,기타서비스,"61,800","2,600",4.39,"976,461,259,200"
382480,지아이텍,KOSDAQ,기계·장비,"2,890",5,0.17,"113,742,134,600"
382800,지앤비에스엔지니어링,KOSDAQ,기계·장비,"11,450",0,0.00,"82,149,376,100"
051160,지어소프트,KOSDAQ,소프트웨어,"11,350",-100,-0.87,"175,634,780,500"
053050,지에스이,KOSDAQ,전기·가스·수도,"4,705",-275,-5.52,"141,091,643,885"
119850,지엔씨에너지,KOSDAQ,일반전기전자,"4,085",-55,-1.33,"67,193,793,265"
270520,지엔원에너지,KOSDAQ,기타서비스,"2,500",-15,-0.60,"78,022,270,000"
065060,지엔코,KOSDAQ,섬유·의류,559,7,1.27,"54,786,496,596"
204840,지엘팜텍,KOSDAQ,기타서비스,895,4,0.45,"55,583,134,595"
311320,지오엘리먼트,KOSDAQ,일반전기전자,"17,750",200,1.14,"111,954,220,000"
388050,지투파워,KOSDAQ,일반전기전자,"36,300","-1,900",-4.97,"133,832,110,500"
219750,지티지웰니스,KOSDAQ,의료·정밀기기,"1,425",0,0.00,"27,234,074,175"
018120,진로발효,KOSDAQ,음식료·담배,"23,200",100,0.43,"153,609,984,000"
109820,진매트릭스,KOSDAQ,기타서비스,"7,860",-570,-6.76,"160,294,010,400"
086060,진바이오텍,KOSDAQ,유통,"4,770",120,2.58,"41,072,499,990"
036890,진성티이씨,KOSDAQ,기계·장비,"9,870",-20,-0.20,"221,899,985,160"
363250,진시스템,KOSDAQ,의료·정밀기기,"10,450",-450,-4.13,"72,322,151,000"
007370,진양제약,KOSDAQ,제약,"6,170",30,0.49,"74,040,000,000"
085660,차바이오텍,KOSDAQ,제약,"15,050",400,2.73,"846,838,185,900"
261780,차백신연구소,KOSDAQ,기타서비스,"7,450",20,0.27,"196,897,256,900"
158310,참존글로벌,KOSDAQ,기계·장비,"1,680",0,0.00,"80,373,095,040"
094850,참좋은여행,KOSDAQ,기타서비스,"9,050",170,1.91,"126,700,000,000"
004650,창해에탄올,KOSDAQ,음식료·담배,"11,850",100,0.85,"108,911,987,250"
278280,천보,KOSDAQ,화학,"221,700","10,200",4.82,"2,217,000,000,000"
362320,청담글로벌,KOSDAQ,유통,"8,360",210,2.58,"171,808,784,400"
066360,체리부로,KOSDAQ,음식료·담배,"1,150",0,0.00,"53,903,408,350"
047820,초록뱀미디어,KOSDAQ,오락·문화,"15,200",-50,-0.33,"329,881,070,400"
052300,초록뱀컴퍼니,KOSDAQ,유통,798,13,1.66,"91,833,841,596"
094360,칩스앤미디어,KOSDAQ,반도체,"15,600",650,4.35,"150,388,914,000"
016790,카나리아바이오,KOSDAQ,음식료·담배,"45,300","4,500",11.03,"1,393,085,079,000"
016920,카스,KOSDAQ,유통,"2,600",40,1.56,"68,883,198,800"
284620,카이노스메드,KOSDAQ,기타서비스,"9,030",-840,-8.51,"201,571,235,880"
293490,카카오게임즈,KOSDAQ,디지털컨텐츠,"50,500","1,150",2.33,"3,974,309,095,000"
042000,카페24,KOSDAQ,인터넷,"12,300",350,2.93,"276,715,535,400"
317530,캐리소프트,KOSDAQ,오락·문화,"6,160",210,3.53,"42,819,367,360"
071850,캐스텍코리아,KOSDAQ,운송장비·부품,"1,920",15,0.79,"31,812,840,960"
050110,캠시스,KOSDAQ,IT부품,"2,075",15,0.73,"153,185,044,850"
223310,커머스마이너,KOSDAQ,소프트웨어,"3,320",0,0.00,"44,267,239,920"
900310,컬러레이,KOSDAQ,금융,967,9,0.94,"52,218,000,000"
078340,컴투스,KOSDAQ,디지털컨텐츠,"73,100",-400,-0.54,"940,535,302,000"
063080,컴투스홀딩스,KOSDAQ,디지털컨텐츠,"53,900","2,800",5.48,"355,480,848,800"
307930,컴퍼니케이,KOSDAQ,금융,"6,100",170,2.87,"95,221,000,000"
079190,케스피온,KOSDAQ,통신장비,"1,220",-15,-1.21,"38,776,720,340"
263700,케어랩스,KOSDAQ,기타서비스,"6,420",40,0.63,"116,225,458,680"
214370,케어젠,KOSDAQ,제약,"97,200","2,900",3.08,"1,044,219,600,000"
221980,케이디켐,KOSDAQ,화학,"13,850",0,0.00,"55,881,980,000"
342550,케이비제20호스팩,KOSDAQ,금융,"2,290",0,0.00,"14,887,290,000"
424140,케이비제21호스팩,KOSDAQ,금융,"2,115",0,0.00,"16,306,650,000"
192250,케이사인,KOSDAQ,소프트웨어,"1,730",0,0.00,"122,261,274,610"
115500,케이씨에스,KOSDAQ,컴퓨터서비스,"6,200",-80,-1.27,"74,400,000,000"
089150,케이씨티,KOSDAQ,컴퓨터서비스,"5,330",-10,-0.19,"91,409,500,000"
025880,케이씨피드,KOSDAQ,음식료·담배,"3,595",10,0.28,"60,093,509,510"
093320,케이아이엔엑스,KOSDAQ,인터넷,"49,850",150,0.30,"243,268,000,000"
073010,케이에스피,KOSDAQ,기계·장비,"2,065",15,0.73,"74,737,010,705"
105330,케이엔더블유,KOSDAQ,일반전기전자,"8,790",-30,-0.34,"106,670,007,780"
272110,케이엔제이,KOSDAQ,기계·장비,"10,500",-50,-0.47,"83,216,647,500"
039420,케이엘넷,KOSDAQ,통신서비스,"2,760",40,1.47,"66,667,054,800"
083550,케이엠,KOSDAQ,섬유·의류,"6,520",-180,-2.69,"73,360,536,320"
032500,케이엠더블유,KOSDAQ,통신장비,"27,300",900,3.41,"1,087,110,105,900"
225430,케이엠제약,KOSDAQ,화학,"1,570",20,1.29,"43,782,668,500"
102370,케이옥션,KOSDAQ,유통,"10,350",-250,-2.36,"93,750,765,750"
036030,케이티알파,KOSDAQ,유통,"5,220",140,2.76,"255,880,657,260"
064820,케이프,KOSDAQ,운송장비·부품,"4,070",-65,-1.57,"125,770,032,960"
347140,케이프이에스제4호,KOSDAQ,금융,"2,110",-5,-0.24,"6,348,990,000"
256940,케이피에스,KOSDAQ,반도체,"6,060",-30,-0.49,"113,616,867,480"
024880,케이피에프,KOSDAQ,금속,"6,480",-360,-5.26,"114,814,260,000"
042040,케이피엠테크,KOSDAQ,화학,535,-115,-17.69,"85,414,023,835"
054410,케이피티유,KOSDAQ,금속,"5,750",120,2.13,"29,095,000,000"
258610,케일럼,KOSDAQ,금속,"4,215",-220,-4.96,"93,348,601,830"
274090,켄코아에어로스페이스,KOSDAQ,운송장비·부품,"10,200",0,0.00,"123,432,852,000"
217600,켐온,KOSDAQ,기타서비스,"2,755",-40,-1.43,"175,937,991,700"
089010,켐트로닉스,KOSDAQ,화학,"18,300",0,0.00,"271,904,273,100"
220260,켐트로스,KOSDAQ,화학,"6,680",70,1.06,"177,409,490,760"
052400,코나아이,KOSDAQ,소프트웨어,"16,750",500,3.08,"260,615,226,500"
402030,코난테크놀로지,KOSDAQ,소프트웨어,"30,400",-800,-2.56,"172,685,497,600"
