종목코드,종목명,시장구분,업종명,종가,대비,등락률,시가총액
366330,신한제7호스팩,KOSDAQ,금융,"2,135",10,0.47,"9,714,250,000"
393360,신한제8호스팩,KOSDAQ,금융,"2,145",15,0.70,"15,765,750,000"
405640,신한제9호스팩,KOSDAQ,금융,"2,140",0,0.00,"9,704,900,000"
056700,신화인터텍,KOSDAQ,IT부품,"4,565",-135,-2.87,"133,001,690,415"
187270,신화콘텍,KOSDAQ,IT부품,"5,690",-20,-0.35,"57,718,478,050"
243840,신흥에스이씨,KOSDAQ,IT부품,"51,200","1,650",3.33,"397,477,324,800"
257720,실리콘투,KOSDAQ,유통,"24,450",-950,-3.74,"245,222,228,550"
222800,심텍,KOSDAQ,반도체,"37,700",850,2.31,"1,200,901,191,100"
036710,심텍홀딩스,KOSDAQ,IT부품,"3,745",30,0.81,"152,285,103,355"
160980,싸이맥스,KOSDAQ,반도체,"13,400",200,1.52,"146,384,856,200"
356890,싸이버원,KOSDAQ,소프트웨어,"11,750",-950,-7.48,"55,715,327,500"
217330,싸이토젠,KOSDAQ,기타서비스,"58,300",0,0.00,"346,965,803,800"
010280,쌍용정보통신,KOSDAQ,컴퓨터서비스,"1,080",-5,-0.46,"69,081,156,720"
208640,썸에이지,KOSDAQ,출판·매체복제,"1,100",15,1.38,"153,164,279,400"
222420,쎄노텍,KOSDAQ,비금속,"2,040",85,4.35,"82,498,622,040"
037760,쎄니트,KOSDAQ,금속,"1,620",25,1.57,"54,809,332,020"
099320,쎄트렉아이,KOSDAQ,통신장비,"30,850",-250,-0.80,"280,290,975,950"
049960,쎌바이오텍,KOSDAQ,제약,"13,800",50,0.36,"129,720,000,000"
050890,쏠리드,KOSDAQ,통신장비,"4,895",35,0.72,"299,679,927,800"
066790,씨씨에스,KOSDAQ,방송서비스,548,-4,-0.72,"30,690,775,620"
222080,씨아이에스,KOSDAQ,기계·장비,"13,400",200,1.52,"823,262,312,400"
352480,씨앤씨인터내셔널,KOSDAQ,화학,"18,150",250,1.40,"181,753,029,150"
264660,씨앤지하이테크,KOSDAQ,반도체,"11,550",100,0.87,"98,019,560,100"
352700,씨앤투스성진,KOSDAQ,섬유·의류,"5,690",70,1.25,"160,895,555,310"
297090,씨에스베어링,KOSDAQ,기계·장비,"8,950",180,2.05,"241,650,000,000"
359090,씨엔알리서치,KOSDAQ,기타서비스,"1,765",30,1.73,"93,937,569,535"
115530,씨엔플러스,KOSDAQ,IT부품,561,7,1.26,"38,127,243,000"
115480,씨유메디칼,KOSDAQ,의료·정밀기기,"1,090",25,2.35,"49,207,532,250"
376290,씨유테크,KOSDAQ,IT부품,"4,650",15,0.32,"82,107,375,000"
189330,씨이랩,KOSDAQ,소프트웨어,"12,550",50,0.40,"75,642,414,200"
096530,씨젠,KOSDAQ,제약,"46,050","-1,450",-3.05,"2,405,007,023,700"
900120,씨케이에이치,KOSDAQ,금융,259,7,2.78,"31,860,168,088"
101240,씨큐브,KOSDAQ,화학,"6,500",10,0.15,"65,898,196,000"
060590,씨티씨바이오,KOSDAQ,제약,"8,020",-80,-0.99,"193,931,780,400"
260930,씨티케이,KOSDAQ,화학,"6,910",140,2.07,"133,650,393,810"
013990,아가방컴퍼니,KOSDAQ,유통,"2,845",30,1.07,"93,565,039,920"
123860,아나패스,KOSDAQ,반도체,"22,150",0,0.00,"259,151,810,400"
025980,아난티,KOSDAQ,숙박·음식,"6,530",130,2.03,"564,380,723,530"
058220,아리온,KOSDAQ,통신장비,275,0,0.00,"10,717,917,100"
125210,아모그린텍,KOSDAQ,IT부품,"10,850",150,1.40,"178,990,171,500"
357580,아모센스,KOSDAQ,IT부품,"12,500",250,2.04,"140,000,950,000"
052710,아모텍,KOSDAQ,IT부품,"21,500",600,2.87,"209,483,229,000"
074430,아미노로직스,KOSDAQ,유통,"2,610",40,1.56,"229,228,062,840"
092040,아미코젠,KOSDAQ,음식료·담배,"24,550",700,2.94,"484,978,081,400"
083930,아바코,KOSDAQ,기계·장비,"10,250",100,0.99,"157,981,179,500"
149950,아바텍,KOSDAQ,IT부품,"15,650",-300,-1.88,"244,257,375,000"
036010,아비코전자,KOSDAQ,일반전기전자,"9,780",120,1.24,"130,004,894,520"
050860,아세아텍,KOSDAQ,기계·장비,"2,915",60,2.10,"65,587,500,000"
136410,아셈스,KOSDAQ,화학,"13,450",100,0.75,"148,206,975,700"
246720,아스타,KOSDAQ,제약,"4,170",0,0.00,"52,812,128,430"
067390,아스트,KOSDAQ,운송장비·부품,"5,220",305,6.21,"134,206,925,580"
159010,아스플로,KOSDAQ,기계·장비,"24,300","1,500",6.58,"108,011,385,900"
127710,아시아경제,KOSDAQ,디지털컨텐츠,"2,070",0,0.00,"72,251,449,740"
154030,아시아종묘,KOSDAQ,"농업, 임업 및 어업","4,275",55,1.30,"47,269,585,575"
227610,아우딘퓨쳐스,KOSDAQ,화학,"1,395",-30,-2.11,"30,939,492,960"
143160,아이디스,KOSDAQ,통신장비,"23,050",-200,-0.86,"247,012,789,500"
054800,아이디스홀딩스,KOSDAQ,기타서비스,"13,250",250,1.92,"137,107,767,000"
332370,아이디피,KOSDAQ,정보기기,"7,650",130,1.73,"50,772,001,950"
339950,아이비김영,KOSDAQ,기타서비스,"2,175",25,1.16,"97,758,974,625"
099190,아이센스,KOSDAQ,의료·정밀기기,"32,350",50,0.15,"444,933,424,300"
289010,아이스크림에듀,KOSDAQ,출판·매체복제,"4,570",15,0.33,"58,788,649,090"
214430,아이쓰리시스템,KOSDAQ,일반전기전자,"16,150",-250,-1.52,"114,774,174,000"
040910,아이씨디,KOSDAQ,반도체,"9,050",0,0.00,"163,491,987,650"
068940,아이씨케이,KOSDAQ,정보기기,"4,015",5,0.12,"143,331,368,565"
052860,아이앤씨,KOSDAQ,반도체,"2,850",-50,-1.72,"50,909,133,900"
069920,아이에스이커머스,KOSDAQ,유통,"7,950",480,6.43,"205,319,577,900"
038880,아이에이,KOSDAQ,반도체,784,2,0.26,"231,099,013,600"
307180,아이엘사이언스,KOSDAQ,일반전기전자,"3,820",70,1.87,"86,814,156,580"
101390,아이엠,KOSDAQ,IT부품,"4,770",35,0.74,"38,653,551,900"
078860,아이오케이,KOSDAQ,오락·문화,714,6,0.85,"67,200,566,160"
114810,아이원스,KOSDAQ,IT부품,"6,990",-50,-0.71,"205,171,696,260"
090150,아이윈,KOSDAQ,운송장비·부품,"1,830",15,0.83,"75,247,102,050"
123010,아이윈플러스,KOSDAQ,반도체,695,11,1.61,"41,447,542,640"
031310,아이즈비전,KOSDAQ,통신장비,"2,845",55,1.97,"46,771,509,810"
185490,아이진,KOSDAQ,기타서비스,"10,600",300,2.91,"226,993,466,800"
059100,아이컴포넌트,KOSDAQ,IT부품,"6,320",-40,-0.63,"44,687,835,200"
262840,아이퀘스트,KOSDAQ,소프트웨어,"8,710",-380,-4.18,"85,880,600,000"
175250,아이큐어,KOSDAQ,제약,"13,350",-200,-1.48,"253,672,120,950"
052460,아이크래프트,KOSDAQ,컴퓨터서비스,"3,360",20,0.60,"49,082,664,960"
119830,아이텍,KOSDAQ,반도체,"9,350",-140,-1.48,"181,984,033,550"
052770,아이톡시,KOSDAQ,유통,"2,085",0,0.00,"41,353,750,305"
124500,아이티센,KOSDAQ,컴퓨터서비스,"3,990",-10,-0.25,"79,430,258,670"
372800,아이티아이즈,KOSDAQ,소프트웨어,"11,400",200,1.79,"66,997,629,000"
084850,아이티엠반도체,KOSDAQ,반도체,"31,800",950,3.08,"721,158,301,200"
114840,아이패밀리에스씨,KOSDAQ,화학,"11,950",150,1.27,"101,593,498,600"
027360,아주IB투자,KOSDAQ,금융,"2,725",40,1.49,"329,242,555,100"
032080,아즈텍WB,KOSDAQ,섬유·의류,"2,295",10,0.44,"49,321,911,555"
013310,아진산업,KOSDAQ,운송장비·부품,"2,750",75,2.80,"106,718,100,500"
059120,아진엑스텍,KOSDAQ,반도체,"9,270",70,0.76,"90,369,484,920"
158430,아톤,KOSDAQ,소프트웨어,"30,800","1,250",4.23,"134,090,171,600"
067160,아프리카TV,KOSDAQ,소프트웨어,"82,400","3,200",4.04,"947,168,800,800"
001540,안국약품,KOSDAQ,제약,"8,770",70,0.80,"114,382,023,400"
053800,안랩,KOSDAQ,소프트웨어,"86,300",200,0.23,"864,195,686,500"
065660,안트로젠,KOSDAQ,유통,"21,050",100,0.48,"204,824,351,650"
297570,알로이스,KOSDAQ,통신장비,"1,745",125,7.72,"60,414,025,410"
260660,알리코제약,KOSDAQ,제약,"6,470",140,2.21,"99,165,825,870"
361570,알비더블유,KOSDAQ,오락·문화,"16,550",50,0.30,"131,251,264,500"
131370,알서포트,KOSDAQ,디지털컨텐츠,"5,060",-150,-2.88,"269,531,439,980"
140670,알에스오토메이션,KOSDAQ,IT부품,"13,000",250,1.96,"120,940,820,000"
096610,알에프세미,KOSDAQ,반도체,"3,810",10,0.26,"41,335,128,150"
061040,알에프텍,KOSDAQ,통신장비,"5,160",20,0.39,"165,580,576,440"
148250,알엔투테크놀로지,KOSDAQ,정보기기,"7,860",-60,-0.76,"60,101,403,540"
347860,알체라,KOSDAQ,소프트웨어,"13,450",450,3.46,"187,640,196,800"
196170,알테오젠,KOSDAQ,기타서비스,"63,800","2,100",3.40,"2,733,267,539,200"
123750,알톤스포츠,KOSDAQ,운송장비·부품,"3,150",55,1.78,"40,150,835,550"
085810,알티캐스트,KOSDAQ,소프트웨어,"1,535",-25,-1.60,"45,567,655,415"
117670,알파홀딩스,KOSDAQ,반도체,"2,340",0,0.00,"62,987,265,900"
291650,압타머사이언스,KOSDAQ,기타서비스,"14,150",-600,-4.07,"120,135,282,900"
293780,압타바이오,KOSDAQ,기타서비스,"17,150",100,0.59,"382,425,551,900"
196300,애니젠,KOSDAQ,제약,"9,390",-110,-1.16,"52,608,000,840"
310200,애니플러스,KOSDAQ,오락·문화,"2,920",60,2.10,"99,182,758,160"
179530,애드바이오텍,KOSDAQ,제약,"4,845",20,0.41,"44,285,451,180"
900100,애머릿지,KOSDAQ,유통,"3,585",0,0.00,"112,227,166,665"
205500,액션스퀘어,KOSDAQ,디지털컨텐츠,"3,110",25,0.81,"142,807,331,160"
052790,액토즈소프트,KOSDAQ,디지털컨텐츠,"9,090",440,5.09,"102,995,499,420"
290740,액트로,KOSDAQ,IT부품,"6,920",160,2.37,"69,649,876,120"
238090,앤디포스,KOSDAQ,비금속,"7,200",0,0.00,"172,650,981,600"
092600,앤씨앤,KOSDAQ,반도체,"2,500",-35,-1.38,"62,708,792,500"
129890,앱코,KOSDAQ,정보기기,"11,200",250,2.28,"113,441,238,400"
174900,앱클론,KOSDAQ,제약,"11,200",100,0.90,"171,562,372,800"
255440,야스,KOSDAQ,IT부품,"9,050",230,2.61,"118,174,900,000"
030960,양지사,KOSDAQ,출판·매체복제,"7,300",-40,-0.54,"116,654,000,000"
102120,어보브반도체,KOSDAQ,반도체,"9,530",150,1.60,"166,390,493,090"
263540,어스앤에어로스페이스,KOSDAQ,운송장비·부품,"10,900",0,0.00,"62,519,642,300"
238120,얼라인드,KOSDAQ,의료·정밀기기,"9,950",390,4.08,"71,535,007,600"
019990,에너토크,KOSDAQ,기계·장비,"10,450",0,0.00,"101,951,119,600"
056090,에디슨INNO,KOSDAQ,의료·정밀기기,"11,900",750,6.73,"150,151,320,200"
270660,에브리봇,KOSDAQ,일반전기전자,"29,050","1,250",4.50,"177,079,242,550"
038680,에스넷,KOSDAQ,컴퓨터서비스,"5,440",40,0.74,"87,829,686,720"
217480,에스디생명공학,KOSDAQ,화학,"1,980",-55,-2.70,"44,381,830,680"
121890,에스디시스템,KOSDAQ,정보기기,739,0,0.00,"8,238,120,740"
097780,에스맥,KOSDAQ,운송장비·부품,"3,385",0,0.00,"191,943,209,250"
042110,에스씨디,KOSDAQ,일반전기전자,"1,985",-20,-1.00,"95,934,184,540"
298060,에스씨엠생명과학,KOSDAQ,제약,"11,000",0,0.00,"133,326,270,000"
065420,에스아이리소스,KOSDAQ,광업,785,85,12.14,"53,439,806,010"
103230,에스앤더블류,KOSDAQ,기계·장비,"2,505",0,0.00,"18,036,000,000"
260970,에스앤디,KOSDAQ,음식료·담배,"18,800",50,0.27,"76,317,096,000"
101490,에스앤에스텍,KOSDAQ,반도체,"18,950",250,1.34,"406,504,920,650"
095910,에스에너지,KOSDAQ,IT부품,"4,040",-120,-2.88,"78,592,386,440"
275630,에스에스알,KOSDAQ,소프트웨어,"4,930",20,0.41,"29,668,685,770"
031330,에스에이엠티,KOSDAQ,유통,"3,470",-5,-0.14,"346,982,882,490"
060540,에스에이티,KOSDAQ,통신장비,"2,650",45,1.73,"69,253,260,900"
351320,에스에이티이엔지,KOSDAQ,IT부품,"3,455",25,0.73,"76,064,886,130"
056190,에스에프에이,KOSDAQ,기계·장비,"39,000",100,0.26,"1,400,441,640,000"
080000,에스엔유,KOSDAQ,기계·장비,"2,810",25,0.90,"96,447,264,700"
214310,에스엘바이오닉스,KOSDAQ,반도체,"3,565",60,1.71,"33,555,851,265"
041510,에스엠,KOSDAQ,오락·문화,"68,500","1,500",2.24,"1,629,505,468,500"
007820,에스엠코어,KOSDAQ,기계·장비,"6,160",10,0.16,"123,409,107,360"
109610,에스와이,KOSDAQ,금속,"3,615",5,0.14,"176,800,251,000"
306040,에스제이그룹,KOSDAQ,섬유·의류,"20,350",300,1.50,"200,769,599,800"
408920,에스케이증권7호스팩,KOSDAQ,금융,"2,185",0,0.00,"7,909,700,000"
096630,에스코넥,KOSDAQ,IT부품,"1,160",10,0.87,"76,884,757,080"
069510,에스텍,KOSDAQ,일반전기전자,"6,670",70,1.06,"72,769,700,000"
041910,에스텍파마,KOSDAQ,제약,"7,720",50,0.65,"91,854,590,360"
234300,에스트래픽,KOSDAQ,소프트웨어,"3,715",15,0.41,"96,400,022,330"
039440,에스티아이,KOSDAQ,반도체,"16,200",750,4.85,"256,446,000,000"
098660,에스티오,KOSDAQ,섬유·의류,"2,260",60,2.73,"28,252,205,760"
052020,에스티큐브,KOSDAQ,IT부품,"8,330",330,4.13,"350,492,271,990"
237690,에스티팜,KOSDAQ,제약,"94,800",400,0.42,"1,783,071,870,000"
050760,에스폴리텍,KOSDAQ,화학,"3,235",35,1.09,"52,842,683,330"
288620,에스퓨얼셀,KOSDAQ,일반전기전자,"20,500",-150,-0.73,"140,923,478,000"
317830,에스피시스템스,KOSDAQ,기계·장비,"9,420",-130,-1.36,"76,732,494,000"
058610,에스피지,KOSDAQ,IT부품,"13,200",550,4.35,"292,741,152,000"
043340,에쎈테크,KOSDAQ,기계·장비,"1,120",-5,-0.44,"80,640,000,000"
187660,에이디엠코리아,KOSDAQ,기타서비스,"3,190",-10,-0.31,"69,657,637,500"
054630,에이디칩스,KOSDAQ,기타제조,284,-3,-1.05,"22,637,486,924"
200710,에이디테크놀로지,KOSDAQ,반도체,"12,700",150,1.20,"169,345,952,900"
096690,에이루트,KOSDAQ,정보기기,419,0,0.00,"67,452,274,212"
298380,에이비엘바이오,KOSDAQ,제약,"25,050",-600,-2.34,"1,193,833,250,700"
203400,에이비온,KOSDAQ,기타서비스,"8,280",-20,-0.24,"155,868,408,360"
195990,에이비프로바이오,KOSDAQ,기계·장비,896,14,1.59,"243,455,239,552"
003800,에이스침대,KOSDAQ,기타제조,"40,700",100,0.25,"451,363,000,000"
088800,에이스테크,KOSDAQ,통신장비,"7,220",200,2.85,"324,366,247,060"
241840,에이스토리,KOSDAQ,오락·문화,"32,650","2,150",7.05,"311,211,964,000"
312610,에이에프더블류,KOSDAQ,일반전기전자,"3,220",115,3.70,"65,227,179,360"
072990,에이치시티,KOSDAQ,기타서비스,"10,950",150,1.39,"77,433,122,100"
227100,에이치앤비디자인,KOSDAQ,일반전기전자,"6,300",-310,-4.69,"67,953,192,300"
239610,에이치엘사이언스,KOSDAQ,음식료·담배,"34,150",200,0.59,"184,140,727,250"
353070,에이치엠씨제4호스팩,KOSDAQ,금융,"2,135",-5,-0.23,"9,201,850,000"
353060,에이치엠씨제5호스팩,KOSDAQ,금융,"2,110",5,0.24,"10,792,650,000"
044780,에이치케이,KOSDAQ,기계·장비,"1,730",20,1.17,"32,015,011,510"
357230,에이치피오,KOSDAQ,음식료·담배,"10,350",-50,-0.48,"206,359,956,000"
071670,에이테크솔루션,KOSDAQ,기계·장비,"11,850",-50,-0.42,"118,500,000,000"
045660,에이텍,KOSDAQ,정보기기,"12,400",100,0.81,"102,424,000,000"
224110,에이텍티앤,KOSDAQ,정보기기,"13,650",550,4.20,"72,891,000,000"
230980,에이트원,KOSDAQ,출판·매체복제,824,-4,-0.48,"51,111,428,792"
021080,에이티넘인베스트,KOSDAQ,금융,"3,140",35,1.13,"150,720,000,000"
089530,에이티세미콘,KOSDAQ,반도체,"1,090",-5,-0.46,"53,441,264,470"
200470,에이팩트,KOSDAQ,반도체,"3,915",20,0.51,"72,334,279,935"
262260,에이프로,KOSDAQ,일반전기전자,"10,900",200,1.87,"156,959,945,500"
109960,에이프로젠 H&G,KOSDAQ,유통,519,6,1.17,"92,742,817,623"
089970,에이피티씨,KOSDAQ,기계·장비,"15,100",50,0.33,"357,878,984,500"
230240,에치에프알,KOSDAQ,통신장비,"27,500",-250,-0.90,"370,948,215,000"
230360,에코마케팅,KOSDAQ,기타서비스,"15,350",800,5.50,"495,774,745,150"
038870,에코바이오,KOSDAQ,기타서비스,"6,470",0,0.00,"76,372,442,890"
128540,에코캡,KOSDAQ,운송장비·부품,"6,500",230,3.67,"169,217,295,000"
086520,에코프로,KOSDAQ,일반전기전자,"68,900","1,400",2.07,"1,684,665,287,500"
247540,에코프로비엠,KOSDAQ,일반전기전자,"120,000","9,100",8.21,"2,934,040,320,000"
383310,에코프로에이치엔,KOSDAQ,화학,"37,700","1,550",4.29,"576,995,936,400"
038110,에코플라스틱,KOSDAQ,운송장비·부품,"2,665",35,1.33,"91,061,371,050"
073540,에프알텍,KOSDAQ,통신장비,"2,965",-60,-1.98,"33,801,000,000"
064850,에프앤가이드,KOSDAQ,기타서비스,"7,020",220,3.24,"84,801,600,000"
064090,에프앤리퍼블릭,KOSDAQ,유통,"2,600",5,0.19,"28,572,463,400"
036810,에프에스티,KOSDAQ,반도체,"14,300",600,4.38,"311,122,082,700"
173940,에프엔씨엔터,KOSDAQ,오락·문화,"5,900",20,0.34,"88,104,481,700"
083500,에프엔에스테크,KOSDAQ,기계·장비,"7,650",-90,-1.16,"64,954,023,300"
054940,엑사이엔씨,KOSDAQ,건설,"1,060",-15,-1.40,"35,163,960,880"
950130,엑세스바이오,KOSDAQ,제약,"19,850",-750,-3.64,"720,863,210,950"
205100,엑셈,KOSDAQ,소프트웨어,"3,635",15,0.41,"132,249,562,355"
070300,엑스큐어,KOSDAQ,소프트웨어,"2,680",75,2.88,"19,741,078,320"
092870,엑시콘,KOSDAQ,반도체,"9,110",90,1.00,"95,437,516,970"
317870,엔바이오니아,KOSDAQ,기타제조,"9,760",-840,-7.92,"76,788,273,760"
067570,엔브이에이치코리아,KOSDAQ,운송장비·부품,"3,470",30,0.87,"113,901,750,640"
236810,엔비티,KOSDAQ,기타서비스,"7,750",450,6.16,"131,559,551,500"
333620,엔시스,KOSDAQ,일반전기전자,"13,200",150,1.15,"139,343,740,800"
101400,엔시트론,KOSDAQ,반도체,758,3,0.40,"35,780,615,324"
217820,엔에스,KOSDAQ,기계·장비,"8,280",-90,-1.08,"95,329,602,360"
031860,엔에스엔,KOSDAQ,유통,"1,155",-55,-4.55,"97,761,067,635"
391060,엔에이치스팩20호,KOSDAQ,금융,"2,105",0,0.00,"53,677,500,000"
391710,엔에이치스팩21호,KOSDAQ,금융,"2,680",-25,-0.92,"19,992,800,000"
396770,엔에이치스팩22호,KOSDAQ,금융,"2,140",10,0.47,"13,781,600,000"
422040,엔에이치스팩23호,KOSDAQ,금융,"2,120",-5,-0.24,"15,179,200,000"
265740,엔에프씨,KOSDAQ,화학,"11,100",-50,-0.45,"99,142,980,000"
354200,엔젠바이오,KOSDAQ,기타서비스,"8,310",-40,-0.48,"103,899,198,720"
208860,엔지스테크널러지,KOSDAQ,소프트웨어,"2,205",0,0.00,"25,233,717,915"
183490,엔지켐생명과학,KOSDAQ,제약,"18,300",100,0.55,"254,987,954,400"
182400,엔케이맥스,KOSDAQ,제약,"15,150",450,3.06,"600,653,868,000"
348370,엔켐,KOSDAQ,화학,"45,200",500,1.12,"693,389,198,800"
069410,엔텔스,KOSDAQ,소프트웨어,"5,630",90,1.62,"57,678,359,120"
227950,엔투텍,KOSDAQ,기계·장비,"1,405",5,0.36,"128,658,062,875"
291230,엔피,KOSDAQ,기타서비스,"7,330",300,4.27,"301,993,243,920"
198080,엔피디,KOSDAQ,IT부품,"2,395",-20,-0.83,"51,576,768,075"
048830,엔피케이,KOSDAQ,화학,"2,070",10,0.49,"38,758,520,610"
096870,엘디티,KOSDAQ,반도체,"3,570",25,0.71,"23,841,888,000"
376190,엘비루셈,KOSDAQ,반도체,"7,230",40,0.56,"177,858,000,000"
061970,엘비세미콘,KOSDAQ,반도체,"7,980",140,1.79,"349,401,044,160"
138690,엘아이에스,KOSDAQ,반도체,982,0,0.00,"22,849,431,320"
290650,엘앤씨바이오,KOSDAQ,제약,"31,500",250,0.80,"714,574,066,500"
066970,엘앤에프,KOSDAQ,IT부품,"210,300","8,700",4.32,"7,555,998,244,800"
156100,엘앤케이바이오,KOSDAQ,의료·정밀기기,"10,900",200,1.87,"145,980,898,700"
073110,엘엠에스,KOSDAQ,IT부품,"7,760",-20,-0.26,"69,031,058,800"
083310,엘오티베큠,KOSDAQ,반도체,"11,950",100,0.84,"212,829,894,350"
037950,엘컴텍,KOSDAQ,IT부품,"1,120",0,0.00,"94,581,221,280"
170920,엘티씨,KOSDAQ,반도체,"8,020",140,1.78,"64,679,415,300"
058630,엠게임,KOSDAQ,디지털컨텐츠,"7,420",230,3.20,"145,015,567,340"
058970,엠로,KOSDAQ,소프트웨어,"16,700",-150,-0.89,"187,242,404,000"
019590,엠벤처투자,KOSDAQ,금융,"1,190",-10,-0.83,"96,842,642,680"
169330,엠브레인,KOSDAQ,기타서비스,"3,480",20,0.58,"62,420,474,640"
179290,엠아이텍,KOSDAQ,의료·정밀기기,"9,730",90,0.93,"307,233,682,140"
009780,엠에스씨,KOSDAQ,음식료·담배,"5,730",0,0.00,"100,848,000,000"
123040,엠에스오토텍,KOSDAQ,운송장비·부품,"4,395",130,3.05,"191,641,030,350"
323230,엠에프엠코리아,KOSDAQ,섬유·의류,898,0,0.00,"27,183,950,680"
033160,엠케이전자,KOSDAQ,반도체,"11,250",750,7.14,"245,336,501,250"
347890,엠투아이,KOSDAQ,정보기기,"8,020",-80,-0.99,"134,721,596,080"
033310,엠투엔,KOSDAQ,금속,"6,610",160,2.48,"266,662,146,910"
259630,엠플러스,KOSDAQ,기계·장비,"14,500",300,2.11,"177,062,849,500"
065150,엠피대산,KOSDAQ,유통,560,-1,-0.18,"70,158,146,800"
115960,연우,KOSDAQ,화학,"16,450",250,1.54,"203,947,100,000"
090740,연이비앤티,KOSDAQ,IT부품,"2,105",0,0.00,"47,277,068,575"
060850,영림원소프트랩,KOSDAQ,소프트웨어,"8,860",670,8.18,"72,040,660,000"
007530,영신금속,KOSDAQ,금속,"2,675",35,1.33,"51,291,659,100"
143540,영우디에스피,KOSDAQ,반도체,"1,465",10,0.69,"65,338,846,175"
036560,영풍정밀,KOSDAQ,기계·장비,"8,500",30,0.35,"133,875,000,000"
265560,영화테크,KOSDAQ,운송장비·부품,"12,100",0,0.00,"129,351,178,000"
036000,예림당,KOSDAQ,출판·매체복제,"1,880",-15,-0.79,"43,304,440,760"
250930,예선테크,KOSDAQ,화학,"1,285",-5,-0.39,"42,405,565,400"
053280,예스24,KOSDAQ,인터넷,"6,260",110,1.79,"156,500,000,000"
122640,예스티,KOSDAQ,반도체,"6,530",-180,-2.68,"114,566,910,590"
900300,오가닉티코스메틱,KOSDAQ,금융,331,-1,-0.30,"41,888,870,880"
045060,오공,KOSDAQ,화학,"3,580",-20,-0.56,"60,652,266,920"
080520,오디텍,KOSDAQ,반도체,"5,280",20,0.38,"62,022,095,520"
039830,오로라,KOSDAQ,기타서비스,"8,080",330,4.26,"86,964,151,200"
322310,오로스테크놀로지,KOSDAQ,기계·장비,"14,300",200,1.42,"133,941,550,600"
046120,오르비텍,KOSDAQ,기타서비스,"6,900",-330,-4.56,"186,774,885,600"
014940,오리엔탈정공,KOSDAQ,기계·장비,"2,690",-15,-0.55,"122,593,148,090"
065500,오리엔트정공,KOSDAQ,운송장비·부품,"1,600",20,1.27,"50,788,659,200"
010470,오리콤,KOSDAQ,기타서비스,"6,310",-40,-0.63,"75,562,565,500"
352910,오비고,KOSDAQ,소프트웨어,"10,600",100,0.95,"121,378,670,800"
053980,오상자이엘,KOSDAQ,컴퓨터서비스,"7,530",-330,-4.20,"133,641,551,460"
052420,오성첨단소재,KOSDAQ,IT부품,"2,150",0,0.00,"155,160,649,600"
241790,오션브릿지,KOSDAQ,반도체,"10,600",50,0.47,"106,027,920,400"
039200,오스코텍,KOSDAQ,제약,"28,450",400,1.43,"859,375,636,250"
226400,오스테오닉,KOSDAQ,의료·정밀기기,"2,910",0,0.00,"49,875,520,140"
031510,오스템,KOSDAQ,운송장비·부품,"1,790",5,0.28,"50,120,000,000"
048260,오스템임플란트,KOSDAQ,의료·정밀기기,"95,200",-100,-0.10,"1,360,000,258,400"
138080,오이솔루션,KOSDAQ,통신장비,"21,400",0,0.00,"227,355,633,000"
080580,오킨스전자,KOSDAQ,반도체,"19,950",-500,-2.44,"352,701,995,100"
067170,오텍,KOSDAQ,운송장비·부품,"7,470",-130,-1.71,"114,975,289,350"
353590,오토앤,KOSDAQ,유통,"11,250",450,4.17,"144,850,162,500"
173130,오파스넷,KOSDAQ,소프트웨어,"5,480",-80,-1.44,"64,995,156,400"
049480,오픈베이스,KOSDAQ,컴퓨터서비스,"2,760",10,0.36,"86,725,777,080"
309930,오하임아이엔티,KOSDAQ,유통,"3,015",-5,-0.17,"63,973,542,330"
244460,올리패스,KOSDAQ,제약,"5,760",-20,-0.35,"157,966,871,040"
226950,올릭스,KOSDAQ,기타서비스,"23,000",0,0.00,"315,172,680,000"
057540,옴니시스템,KOSDAQ,의료·정밀기기,"2,440",-60,-2.40,"113,336,426,200"
131030,옵투스제약,KOSDAQ,제약,"5,960",-90,-1.49,"96,272,845,520"
082210,옵트론텍,KOSDAQ,IT부품,"5,240",0,0.00,"128,295,871,800"
109080,옵티시스,KOSDAQ,통신장비,"11,800",50,0.43,"66,504,800,000"
153710,옵티팜,KOSDAQ,제약,"8,780",30,0.34,"128,802,231,240"
321820,와이더플래닛,KOSDAQ,출판·매체복제,"7,580",40,0.53,"52,364,777,560"
122990,와이솔,KOSDAQ,반도체,"8,290",-10,-0.12,"233,669,740,890"
232140,와이아이케이,KOSDAQ,반도체,"3,945",0,0.00,"323,668,905,750"
065530,와이어블,KOSDAQ,통신서비스,"2,510",-30,-1.18,"132,678,600,000"
067900,와이엔텍,KOSDAQ,기타서비스,"8,970",20,0.22,"163,250,941,230"
155650,와이엠씨,KOSDAQ,IT부품,"6,190",60,0.98,"123,641,276,020"
273640,와이엠텍,KOSDAQ,일반전기전자,"14,850",350,2.41,"162,845,100,000"
251370,와이엠티,KOSDAQ,화학,"11,900",-150,-1.24,"179,697,580,300"
066430,와이오엠,KOSDAQ,유통,"1,960",5,0.26,"32,164,317,360"
193250,와이제이엠게임즈,KOSDAQ,IT부품,"2,130",30,1.43,"122,067,230,670"
273060,와이즈버즈,KOSDAQ,기타서비스,"1,290",35,2.79,"65,080,460,010"
019210,와이지-원,KOSDAQ,금속,"6,250",0,0.00,"191,086,368,750"
